MonthYear,Actor1Name,Actor1CountryCode,Actor1Type1Code,Actor2Name,Actor2CountryCode,Actor2Type1Code,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumArticles,AvgTone,ActionGeo_CountryCode,ActionGeo_FullName,ActionGeo_Lat,ActionGeo_Long,rn,date,IsConflict,IsNegative
202509,GOVERNMENT,,GOV,BENIN,BEN,,17,4,-9.2,2,2,-8.77192982456137,BN,Benin,9.5,2.25,18,2025-09-01,1,1
202509,COMMUNITY,,CVL,,,,03,1,4.5,5,5,-1.02915951972556,BN,Benin,9.5,2.25,22,2025-09-01,0,1
202509,COMMUNITY,,CVL,NIGERIA,NGA,,17,4,-9.2,1,1,-5.98290598290598,BN,Benin,9.5,2.25,26,2025-09-01,1,1
202509,NIGERIA,NGA,,,,,06,2,6.4,10,10,-1.89125295508274,BN,Benin,9.5,2.25,37,2025-09-01,0,1
202509,GLASGOW,GBR,,,,,03,1,5.2,10,10,-2.10772833723653,BN,Benin,9.5,2.25,42,2025-09-01,0,1
202509,AFRICA,AFR,,AFRICA,AFR,MIL,08,2,9.0,5,5,-0.42496679946879,BN,Benin,9.5,2.25,78,2025-09-01,0,1
202509,TRADE UNION,,LAB,EMPLOYER,,BUS,16,4,-5.6,6,6,-2.97397769516729,BN,Benin,9.5,2.25,89,2025-09-01,1,1
202509,RETIRED,,ELI,,,,17,4,-9.2,3,3,-6.01503759398495,BN,Benin,9.5,2.25,182,2025-09-01,1,1
202509,,,,BENIN,BEN,,17,4,-9.2,2,2,-8.77192982456137,BN,Benin,9.5,2.25,194,2025-09-01,1,1
202509,AFRICA,AFR,MIL,AFRICA,AFR,,07,2,8.5,5,5,-0.42496679946879,BN,Benin,9.5,2.25,271,2025-09-01,0,1
202509,COMMANDER,,MIL,,,,02,1,3.2,7,7,-7.77027027027022,BN,Benin,9.5,2.25,405,2025-09-01,0,1
202509,BENIN,BEN,GOV,BENIN,BEN,,02,1,3.2,1,1,-2.53292806484296,BN,Benin,9.5,2.25,422,2025-09-01,0,1
202509,DEMOCRATIC PARTY,,,GOVERNMENT,,GOV,07,2,8.3,10,10,-0.34129692832765,BN,Benin,9.5,2.25,448,2025-09-01,0,1
202509,UNICEF,,IGO,,,,16,4,-5.6,8,8,3.30788804071246,BN,Benin,9.5,2.25,456,2025-09-01,1,0
202509,DEMOCRATIC PARTY,,,,,,07,2,8.3,10,10,-2.64270613107823,BN,Benin,9.5,2.25,461,2025-09-01,0,1
202509,BENIN,BEN,,,,,03,1,5.2,10,10,-2.42424242424243,BN,Benin,9.5,2.25,488,2025-09-01,0,1
202509,COMPANIES,,BUS,,,,03,1,5.2,7,7,-2.04081632653061,BN,Benin,9.5,2.25,498,2025-09-01,0,1
202509,WORKER,,LAB,,,,13,3,-7.0,10,10,-11.4906832298136,BN,Benin,9.5,2.25,546,2025-09-01,1,1
202509,NIGERIAN,NGA,,,,,02,1,3.2,3,3,5.73476702508961,BN,Benin,9.5,2.25,573,2025-09-01,0,0
202509,,,,BENIN,BEN,GOV,03,1,5.2,18,10,2.77777777777778,BN,Benin,9.5,2.25,596,2025-09-01,0,0
202509,TERRORIST,,UAF,,,,17,4,-9.2,10,10,-6.64697193500739,BN,"Kalale, Borgou, Benin",10.2927,3.38367,598,2025-09-01,1,1
202509,GUINEA,GIN,,FRENCH,FRA,GOV,17,4,-9.2,7,7,-2.93838862559241,BN,Benin,9.5,2.25,606,2025-09-01,1,1
202509,POLITICAL PARTIES,,,,,,16,4,-8.0,10,10,-3.57142857142857,BN,Benin,9.5,2.25,622,2025-09-01,1,1
202509,ASSAILANT,,CRM,BENIN,BEN,,17,4,-9.2,2,2,-11.2676056338028,BN,Benin,9.5,2.25,623,2025-09-01,1,1
202509,PRESIDENT,,GOV,,,,02,1,3.2,6,6,-0.88235294117647,BN,Benin,9.5,2.25,624,2025-09-01,0,1
202509,FIRST LADY,,ELI,BENIN CITY,NGA,,03,1,4.5,6,6,6.38297872340426,BN,Benin,9.5,2.25,625,2025-09-01,0,0
202509,BENIN,BEN,,,,,06,2,6.4,10,10,5.71428571428572,BN,Benin,9.5,2.25,626,2025-09-01,0,0
202509,ASSAILANT,,CRM,,,,17,4,-9.2,3,3,-11.2676056338028,BN,Benin,9.5,2.25,641,2025-09-01,1,1
202509,DEMOCRATIC PARTY,,,POLICE,,COP,02,1,-0.3,10,10,-0.34129692832765,BN,Benin,9.5,2.25,645,2025-09-01,0,1
202509,FRANCE,FRA,GOV,,,,02,1,3.2,2,2,-0.88235294117647,BN,Benin,9.5,2.25,659,2025-09-01,0,1
202509,DOCTOR,,HLH,NIGERIA,NGA,,17,4,-9.2,1,1,-5.98290598290598,BN,Benin,9.5,2.25,683,2025-09-01,1,1
202509,COMMUNITY,,CVL,NIGERIA,NGA,,17,4,-9.2,1,1,-5.18518518518518,BN,Benin,9.5,2.25,720,2025-09-01,1,1
202509,EXPORTER,,BUS,GOVERNMENT,,GOV,03,1,5.2,10,10,3.17460317460318,BN,Benin,9.5,2.25,735,2025-09-01,0,0
202509,COMMUNITY,,CVL,,,,02,1,-0.3,10,10,-2.11267605633803,BN,Benin,9.5,2.25,751,2025-09-01,0,1
202509,BENIN,BEN,GOV,BENIN,BEN,,02,1,3.2,10,10,6.35451505016723,BN,Benin,9.5,2.25,765,2025-09-01,0,0
202509,RULER,,GOV,,,,03,1,4.5,10,10,6.35451505016723,BN,Benin,9.5,2.25,855,2025-09-01,0,0
202509,MERCHANT,,BUS,NIGERIA,NGA,,17,4,-9.2,4,4,-10.8490566037736,BN,Benin,9.5,2.25,870,2025-09-01,1,1
202509,BENIN,BEN,GOV,,,,03,1,5.2,18,10,2.77777777777778,BN,Benin,9.5,2.25,895,2025-09-01,0,0
202509,GOVERNMENT,,GOV,ARMY,,MIL,16,4,-8.0,10,10,-8.59232175502741,BN,Benin,9.5,2.25,918,2025-09-01,1,1
202509,UNICEF,,IGO,,,,16,4,-5.6,2,2,3.30788804071246,BN,Benin,9.5,2.25,919,2025-09-01,1,0
202509,AFRICA,AFR,MIL,AFRICA,AFR,,07,2,8.3,5,5,-0.42496679946879,BN,Benin,9.5,2.25,985,2025-09-01,0,1
202509,,,,GOVERNMENT,,GOV,17,4,-9.2,3,3,-8.77192982456137,BN,Benin,9.5,2.25,1015,2025-09-01,1,1
202509,,,,COMPANIES,,BUS,03,1,5.2,10,10,-2.04081632653061,BN,Benin,9.5,2.25,1055,2025-09-01,0,1
202509,PRESIDENT,,GOV,FRANCE,FRA,,02,1,3.2,2,2,-0.88235294117647,BN,Benin,9.5,2.25,1070,2025-09-01,0,1
202509,BENIN,BEN,,GOODLUCK JONATHAN,NGA,GOV,02,1,-0.3,4,4,2.45098039215686,BN,Benin,9.5,2.25,1098,2025-09-01,0,0
202509,BENIN,BEN,,TOGO,TGO,,13,3,-7.0,4,4,-11.6763005780347,BN,Benin,9.5,2.25,1152,2025-09-01,1,1
202509,BENIN,BEN,,TOGO,TGO,,13,3,-7.0,6,6,-11.6763005780347,BN,Benin,9.5,2.25,1181,2025-09-01,1,1
202509,MERCHANT,,BUS,,,,17,4,-9.2,1,1,-10.8490566037736,BN,Benin,9.5,2.25,1214,2025-09-01,1,1
202509,ECOWAS,WAF,IGO,BENIN,BEN,,03,1,5.2,2,2,3.3596837944664,BN,Benin,9.5,2.25,1221,2025-09-01,0,0
202509,,,,EMBASSY,,GOV,03,1,5.2,28,10,2.77777777777778,BN,Benin,9.5,2.25,1222,2025-09-01,0,0
202509,FIRST LADY,,ELI,BENIN CITY,NGA,,03,1,4.5,4,4,6.38297872340426,BN,Benin,9.5,2.25,1275,2025-09-01,0,0
202509,GOVERNOR,,GOV,AFRICA,AFR,,03,1,5.2,2,2,1.19047619047619,BN,Benin,9.5,2.25,1291,2025-09-01,0,0
202509,RETIRED,,ELI,BENIN,BEN,,17,4,-9.2,2,2,-6.01503759398495,BN,Benin,9.5,2.25,1306,2025-09-01,1,1
202509,EMBASSY,,GOV,,,,03,1,5.2,28,10,2.77777777777778,BN,Benin,9.5,2.25,1314,2025-09-01,0,0
202509,GOVERNMENT,,GOV,,,,17,4,-9.2,10,10,-9.34579439252336,BN,Benin,9.5,2.25,1323,2025-09-01,1,1
202509,COMMANDER,,MIL,BENIN,BEN,,02,1,3.2,3,3,-7.77027027027022,BN,Benin,9.5,2.25,1361,2025-09-01,0,1
202509,GOVERNMENT,,GOV,MILITARY,,MIL,07,2,8.3,10,10,-1.10497237569061,BN,"Kalale, Borgou, Benin",10.2927,3.38367,1364,2025-09-01,0,1
202509,DOCTOR,,HLH,NIGERIA,NGA,,17,4,-9.2,1,1,-5.18518518518518,BN,Benin,9.5,2.25,1366,2025-09-01,1,1
202509,INSURGENT,,REB,,,,13,3,-7.0,10,10,-2.64270613107823,BN,Benin,9.5,2.25,1393,2025-09-01,1,1
202509,GUNMEN,,UAF,NEWSPAPER,,MED,17,4,-9.2,5,5,-7.6555023923445,BN,Benin,9.5,2.25,1410,2025-09-01,1,1
202509,BENIN,BEN,,GOVERNMENT,,GOV,06,2,6.4,20,20,6.56455142231948,BN,Benin,9.5,2.25,1478,2025-09-01,0,0
202509,BENIN,BEN,GOV,,,,02,1,3.2,4,4,-2.53292806484296,BN,Benin,9.5,2.25,1496,2025-09-01,0,1
202509,BENIN,BEN,,,,,03,1,5.2,5,5,10.7296137339056,BN,Benin,9.5,2.25,1516,2025-09-01,0,0
202503,,,,BENIN CITY,NGA,,03,1,5.2,5,5,1.94763729246488,BN,Benin,9.5,2.25,5,2025-03-01,0,0
202503,BENIN,BEN,,,,,17,4,-9.2,7,4,-6.89655172413793,BN,Benin,9.5,2.25,32,2025-03-01,1,1
202503,BENIN,BEN,,,,,06,2,6.4,10,10,2.51748251748252,BN,Benin,9.5,2.25,92,2025-03-01,0,0
202503,BENIN,BEN,,,,,02,1,-0.3,10,10,-1.0,BN,Benin,9.5,2.25,159,2025-03-01,0,1
202503,BENIN,BEN,,BURKINA FASO,BFA,,06,2,6.4,1,1,-2.90909090909091,BN,Benin,9.5,2.25,212,2025-03-01,0,1
202503,BENIN,BEN,,BURKINA FASO,BFA,,06,2,6.4,1,1,-2.90909090909091,BN,Benin,9.5,2.25,214,2025-03-01,0,1
202503,BENIN CITY,NGA,,,,,03,1,5.2,5,5,1.94763729246488,BN,Benin,9.5,2.25,223,2025-03-01,0,0
202503,GOVERNMENT,,GOV,,,,03,1,5.2,10,10,-7.83410138248848,BN,Benin,9.5,2.25,275,2025-03-01,0,1
202503,BENIN,BEN,,NIGERIA,NGA,,06,2,6.4,8,8,-1.69252468265162,BN,Benin,9.5,2.25,307,2025-03-01,0,1
202503,TERRORIST,,UAF,,,,13,3,-7.0,10,10,0.88757396449704,BN,Benin,9.5,2.25,336,2025-03-01,1,0
202503,BENIN,BEN,,NIGERIA,NGA,,06,2,6.4,2,2,-1.69252468265162,BN,Benin,9.5,2.25,350,2025-03-01,0,1
202503,STUDENT,,EDU,,,,03,1,5.2,10,10,1.59744408945687,BN,Benin,9.5,2.25,366,2025-03-01,0,0
202503,,,,BENIN,BEN,,08,2,10.0,5,5,-6.38586956521739,BN,Benin,9.5,2.25,387,2025-03-01,0,1
202503,,,,STATE GOVERNOR,,GOV,16,4,-5.6,10,10,-7.67386091127094,BN,Benin,9.5,2.25,437,2025-03-01,1,1
202503,NIGERIA,NGA,,TOGO,TGO,,06,2,6.4,2,2,-0.25252525252526,BN,Benin,9.5,2.25,579,2025-03-01,0,1
202503,NIGER,NER,,BENIN,BEN,,07,2,8.3,5,5,-5.95514307811291,BN,"Kandi, Alibori, Benin",11.1342,2.93861,599,2025-03-01,0,1
202503,ISRAEL,ISR,,GAZA,PSE,,08,2,9.0,1,1,-6.11541774332472,BN,Benin,9.5,2.25,720,2025-03-01,0,1
202503,GOVERNMENT,,GOV,,,,17,4,-9.2,5,5,-5.95744680851064,BN,Benin,9.5,2.25,800,2025-03-01,1,1
202503,STUDENT,,EDU,BENIN,BEN,,03,1,5.2,10,10,-1.15025161754134,BN,Benin,9.5,2.25,831,2025-03-01,0,1
202503,BENIN,BEN,,STUDENT,,EDU,03,1,5.2,10,10,-1.15025161754134,BN,Benin,9.5,2.25,890,2025-03-01,0,1
202503,EXTREMIST,,RAD,,,,13,3,-7.0,10,10,-3.63636363636364,BN,Benin,9.5,2.25,914,2025-03-01,1,1
202503,,,,GOVERNOR,,GOV,03,1,5.2,10,10,1.94763729246488,BN,Benin,9.5,2.25,961,2025-03-01,0,0
202503,PRODUCER,,BUS,,,,06,2,6.4,10,10,-4.06504065040651,BN,Benin,9.5,2.25,988,2025-03-01,0,1
202503,GOVERNMENT,,GOV,,,,03,1,5.2,10,10,2.29132569558101,BN,Benin,9.5,2.25,1013,2025-03-01,0,0
202503,PROSECUTOR,,JUD,BENIN,BEN,,02,1,-0.3,4,4,-13.2420091324201,BN,Benin,9.5,2.25,1034,2025-03-01,0,1
202503,NIGERIA,NGA,,BENIN,BEN,,06,2,6.4,2,2,-0.25252525252526,BN,Benin,9.5,2.25,1185,2025-03-01,0,1
202503,BENIN,BEN,GOV,BENIN,BEN,,02,1,-0.3,10,10,0.56497175141243,BN,Benin,9.5,2.25,1251,2025-03-01,0,0
202503,BENIN,BEN,GOV,BENIN,BEN,,02,1,-0.3,10,10,-1.0,BN,Benin,9.5,2.25,1252,2025-03-01,0,1
202503,BURKINA FASO,BFA,,BENIN,BEN,,07,2,8.3,5,5,-5.95514307811291,BN,"Kandi, Alibori, Benin",11.1342,2.93861,1263,2025-03-01,0,1
202503,DEPUTY,,COP,,,,13,3,-7.0,3,3,-5.50239234449761,BN,Benin,9.5,2.25,1309,2025-03-01,1,1
202503,TRAFFICKER,,CRM,EUROPE,EUR,,06,2,6.4,10,10,-5.37634408602151,BN,Benin,9.5,2.25,1351,2025-03-01,0,1
202503,BENIN,BEN,,NEWSPAPER,,MED,02,1,-0.3,5,5,1.06382978723405,BN,Benin,9.5,2.25,1409,2025-03-01,0,0
202503,POLICE,,COP,BENIN,BEN,,03,1,5.2,10,10,-1.15384615384615,BN,Benin,9.5,2.25,1482,2025-03-01,0,1
202503,BENIN,BEN,,,,,03,1,5.2,5,5,2.51748251748252,BN,Benin,9.5,2.25,1534,2025-03-01,0,0
202503,PRISONER,,OPP,,,,02,1,3.2,10,10,-2.62172284644194,BN,Benin,9.5,2.25,1577,2025-03-01,0,1
202503,BENIN,BEN,,GHANA,GHA,,06,2,6.4,10,10,-1.69252468265162,BN,Benin,9.5,2.25,1591,2025-03-01,0,1
202503,ADMINISTRATION,,GOV,,,,03,1,4.5,8,8,4.08602150537635,BN,Benin,9.5,2.25,1625,2025-03-01,0,0
202503,TRAFFICKER,,CRM,,,,17,4,-9.2,5,5,-10.0227790432801,BN,Benin,9.5,2.25,1653,2025-03-01,1,1
202503,GHANA,GHA,,BURKINA,BFA,,06,2,6.4,1,1,-3.72492836676218,BN,Benin,9.5,2.25,1758,2025-03-01,0,1
202503,MALI,MLI,,BENIN,BEN,,07,2,8.3,5,5,-5.95514307811291,BN,"Kandi, Alibori, Benin",11.1342,2.93861,1790,2025-03-01,0,1
202503,NIGER,NER,,CHAD,TCD,,08,2,10.0,2,2,-4.48548812664908,BN,Benin,9.5,2.25,1794,2025-03-01,0,1
202503,,,,GOVERNMENT,,GOV,03,1,5.2,10,10,2.29132569558101,BN,Benin,9.5,2.25,1831,2025-03-01,0,0
202503,BENIN,BEN,,,,,02,1,-0.3,10,10,0.56497175141243,BN,Benin,9.5,2.25,1846,2025-03-01,0,0
202503,BANK,,BUS,NIGERIA,NGA,,06,2,6.4,3,3,-6.14035087719298,BN,Benin,9.5,2.25,1847,2025-03-01,0,1
202503,NIGER,NER,,,,,01,1,-0.1,10,10,-5.51724137931034,BN,Benin,9.5,2.25,1864,2025-03-01,0,1
202503,BENIN,BEN,,,,,02,1,-0.3,4,4,-8.16901408450704,BN,Benin,9.5,2.25,1894,2025-03-01,0,1
202503,GOVERNOR,,GOV,,,,03,1,5.2,10,10,1.94763729246488,BN,Benin,9.5,2.25,1914,2025-03-01,0,0
202503,POLICE,,COP,BENIN,BEN,,03,1,5.2,10,10,-0.8298755186722,BN,Benin,9.5,2.25,1965,2025-03-01,0,1
202503,NIGERIA,NGA,,NIGER,NER,,06,2,6.4,2,2,-0.25252525252526,BN,Benin,9.5,2.25,2050,2025-03-01,0,1
202503,,,,PRODUCER,,BUS,06,2,6.4,10,10,-4.06504065040651,BN,Benin,9.5,2.25,2051,2025-03-01,0,1
202511,ARMY,,MIL,,,,08,2,10.0,6,6,-3.99305555555555,BN,Benin,9.5,2.25,27,2025-11-01,0,1
202511,HOSPITAL,,HLH,AFRICA,AFR,,17,4,-9.2,10,10,3.38078291814947,BN,Benin,9.5,2.25,44,2025-11-01,1,0
202511,,,,PRODUCER,,BUS,06,2,6.4,5,5,4.9407114624506,BN,"Collines, Collines, Benin",8.0,2.16667,54,2025-11-01,0,0
202511,GOVERNOR,,GOV,,,,13,3,-7.0,10,10,-0.29197080291971,BN,Benin,9.5,2.25,96,2025-11-01,1,1
202511,BENIN,BEN,GOV,GOVERNMENT,,GOV,17,4,-9.2,2,2,0.85653104925054,BN,Benin,9.5,2.25,136,2025-11-01,1,0
202511,BENIN,BEN,,BRITISH,GBR,,17,4,-9.2,2,2,-3.59542576560279,BN,Benin,9.5,2.25,160,2025-11-01,1,1
202511,PRESIDENT,,GOV,BENIN,BEN,,05,1,3.8,8,8,5.11904761904762,BN,Benin,9.5,2.25,245,2025-11-01,0,0
202511,DEPUTY,,COP,BENIN,BEN,GOV,02,1,-0.3,2,2,-1.61290322580645,BN,Benin,9.5,2.25,275,2025-11-01,0,1
202511,BENIN,BEN,,AMBASSADOR,,GOV,16,4,-8.0,8,8,-3.85764325834716,BN,Benin,9.5,2.25,304,2025-11-01,1,1
202511,PRODUCER,,BUS,,,,06,2,6.4,5,5,4.9407114624506,BN,"Collines, Collines, Benin",8.0,2.16667,306,2025-11-01,0,0
202511,DEPUTY,,COP,PRESIDENT,,GOV,02,1,-0.3,8,8,-1.61290322580645,BN,Benin,9.5,2.25,317,2025-11-01,0,1
202511,ABUJA,NGA,,BENIN,BEN,GOV,02,1,-0.3,1,1,-4.77031802120142,BN,"Porga, Atakora, Benin",11.048,0.968912,383,2025-11-01,0,1
202511,FARMER,,AGR,,,,07,2,8.3,5,5,-6.11854684512429,BN,Benin,9.5,2.25,478,2025-11-01,0,1
202511,GHANA,GHA,,,,,08,2,10.0,7,7,-0.84745762711865,BN,Benin,9.5,2.25,504,2025-11-01,0,1
202511,BENIN,BEN,,NIGERIA,NGA,GOV,17,4,-9.2,2,2,1.3215859030837,BN,Benin,9.5,2.25,517,2025-11-01,1,0
202511,BENIN,BEN,,GOVERNOR,,GOV,17,4,-9.2,10,10,5.97269624573379,BN,Benin,9.5,2.25,522,2025-11-01,1,0
202511,LONDON,GBR,,,,,03,1,5.2,8,8,1.56739811912226,BN,Benin,9.5,2.25,577,2025-11-01,0,0
202511,BENIN,BEN,,NIGERIA,NGA,,17,4,-9.2,1,1,0.22371364653243,BN,Benin,9.5,2.25,599,2025-11-01,1,0
202511,NIGERIA,NGA,BUS,BENIN,BEN,,17,4,-9.2,1,1,-1.82926829268293,BN,Benin,9.5,2.25,650,2025-11-01,1,1
202511,PRINCE,,GOV,,,,17,4,-9.2,6,6,0.85653104925054,BN,Benin,9.5,2.25,651,2025-11-01,1,0
202511,,,,BRITISH,GBR,,17,4,-9.2,2,2,-3.59542576560279,BN,Benin,9.5,2.25,662,2025-11-01,1,1
202511,ABUJA,NGA,,BENIN,BEN,GOV,02,1,-0.3,1,1,-4.97427101200686,BN,"Porga, Atakora, Benin",11.048,0.968912,719,2025-11-01,0,1
202511,,,,BENIN,BEN,,16,4,-8.0,9,9,-3.95204212580215,BN,Benin,9.5,2.25,739,2025-11-01,1,1
202511,ABUJA,NGA,,BENIN,BEN,GOV,02,1,-0.3,1,1,-5.07246376811594,BN,"Porga, Atakora, Benin",11.048,0.968912,749,2025-11-01,0,1
202511,PRINCE,,GOV,BENIN,BEN,,17,4,-9.2,2,2,0.85653104925054,BN,Benin,9.5,2.25,759,2025-11-01,1,0
202511,,,,GHANA,GHA,,08,2,10.0,1,1,-0.84745762711865,BN,Benin,9.5,2.25,776,2025-11-01,0,1
202511,BENIN,BEN,,,,,17,4,-9.2,1,1,-1.82926829268293,BN,Benin,9.5,2.25,778,2025-11-01,1,1
202511,LONDON,GBR,,FRANCE,FRA,,03,1,5.2,2,2,1.56739811912226,BN,Benin,9.5,2.25,808,2025-11-01,0,0
202511,PRESIDENT,,GOV,BENIN,BEN,,05,1,3.8,8,8,5.97269624573379,BN,Benin,9.5,2.25,940,2025-11-01,0,0
202511,COMMANDANT,,MIL,GOVERNMENT,,GOV,17,4,-9.2,4,4,-7.69230769230771,BN,Benin,9.5,2.25,942,2025-11-01,1,1
202511,BENIN,BEN,,NIGERIA,NGA,GOV,16,4,-8.0,1,1,-4.70723306544202,BN,Benin,9.5,2.25,947,2025-11-01,1,1
202511,,,,BENIN,BEN,,08,2,10.0,4,4,3.60360360360361,BN,Benin,9.5,2.25,951,2025-11-01,0,0
202511,,,,AFRICA,AFR,,08,2,10.0,6,6,5.92485549132948,BN,Benin,9.5,2.25,995,2025-11-01,0,0
202511,BENIN,BEN,,BRITISH,GBR,,17,4,-9.2,2,2,-3.4324942791762,BN,Benin,9.5,2.25,1008,2025-11-01,1,1
202511,NIGERIA,NGA,GOV,BENIN,BEN,,02,1,3.2,2,2,-2.74509803921569,BN,Benin,9.5,2.25,1070,2025-11-01,0,1
202511,MILITARY,,MIL,CAMEROON,CMR,,07,2,8.3,1,1,-3.96952686447474,BN,Benin,9.5,2.25,1071,2025-11-01,0,1
202511,SCHOOL,,EDU,BENIN,BEN,,17,4,-7.0,5,5,-5.15653775322283,BN,Benin,9.5,2.25,1076,2025-11-01,1,1
202511,,,,AFRICA,AFR,,08,2,10.0,2,2,5.92485549132948,BN,Benin,9.5,2.25,1094,2025-11-01,0,0
202511,BENIN,BEN,,HOSPITAL,,HLH,17,4,-9.2,2,2,-1.07816711590296,BN,Benin,9.5,2.25,1154,2025-11-01,1,1
202511,,,,BENIN,BEN,,16,4,-8.0,1,1,-4.70723306544202,BN,Benin,9.5,2.25,1175,2025-11-01,1,1
202511,LAW ENFORCEMENT OFFICER,,COP,,,,03,1,5.2,5,5,-9.22509225092255,BN,Benin,9.5,2.25,1196,2025-11-01,0,1
202511,NIGERIA,NGA,GOV,BENIN,BEN,,02,1,3.2,6,6,-2.74509803921569,BN,Benin,9.5,2.25,1225,2025-11-01,0,1
202511,BENIN,BEN,GOV,BENIN,BEN,,05,1,3.8,2,2,5.97269624573379,BN,Benin,9.5,2.25,1322,2025-11-01,0,0
202511,EMPLOYER,,BUS,,,,07,2,8.3,10,10,-2.98769771528998,BN,Benin,9.5,2.25,1331,2025-11-01,0,1
202511,BENIN,BEN,,,,,06,2,6.4,20,10,-3.75,BN,Benin,9.5,2.25,1371,2025-11-01,0,1
202511,ABUJA,NGA,,BENIN,BEN,GOV,02,1,-0.3,1,1,-5.48302872062663,BN,"Porga, Atakora, Benin",11.048,0.968912,1372,2025-11-01,0,1
202511,BENIN,BEN,GOV,,,,01,1,-0.1,10,10,-2.18446601941747,BN,Benin,9.5,2.25,1398,2025-11-01,0,1
202511,SCHOOL,,EDU,,,,17,4,-7.0,5,5,-5.15653775322283,BN,Benin,9.5,2.25,1431,2025-11-01,1,1
202511,,,,CIVIL SERVANT,,GOV,06,2,6.4,10,10,-0.921658986175109,BN,Benin,9.5,2.25,1444,2025-11-01,0,1
202511,JUDICIARY,,JUD,,,,02,1,3.2,2,2,1.01351351351351,BN,Benin,9.5,2.25,1451,2025-11-01,0,0
202511,BENIN,BEN,,NIGERIA,NGA,GOV,16,4,-8.0,1,1,-4.70723306544202,BN,Benin,9.5,2.25,1518,2025-11-01,1,1
202511,MILITARY,,MIL,CAMEROON,CMR,,07,2,8.3,2,2,-3.96952686447474,BN,Benin,9.5,2.25,1536,2025-11-01,0,1
202511,BENIN,BEN,GOV,BENIN,BEN,,05,1,3.8,2,2,5.11904761904762,BN,Benin,9.5,2.25,1551,2025-11-01,0,0
202511,NIGERIA,NGA,BUS,BENIN,BEN,,17,4,-9.2,4,4,-1.82926829268293,BN,Benin,9.5,2.25,1592,2025-11-01,1,1
202511,BENIN,BEN,,GOVERNOR,,GOV,17,4,-9.2,10,10,5.11904761904762,BN,Benin,9.5,2.25,1668,2025-11-01,1,0
202511,,,,BRITISH,GBR,,17,4,-9.2,2,2,-3.4324942791762,BN,Benin,9.5,2.25,1685,2025-11-01,1,1
202511,LONDON,GBR,,RULER,,GOV,04,1,2.5,1,1,-0.0699463744462601,BN,Benin,9.5,2.25,1688,2025-11-01,0,1
202511,INVESTOR,,BUS,,,,03,1,5.2,10,10,3.57142857142857,BN,Benin,9.5,2.25,1742,2025-11-01,0,0
202511,BENIN,BEN,,,,,17,4,-9.2,4,4,-1.82926829268293,BN,Benin,9.5,2.25,1775,2025-11-01,1,1
202506,BENIN,BEN,,,,,03,1,4.5,2,2,6.00858369098712,BN,Benin,9.5,2.25,12,2025-06-01,0,0
202506,SENATOR,,LEG,GOVERNMENT,,GOV,02,1,3.2,5,5,2.45098039215686,BN,Benin,9.5,2.25,65,2025-06-01,0,0
202506,RULER,,GOV,EUROPEAN,EUR,,06,2,6.4,2,2,-2.02597402597403,BN,Benin,9.5,2.25,77,2025-06-01,0,1
202506,THE US,USA,,JUDGE,,JUD,16,4,-8.0,10,10,-6.75844806007509,BN,Benin,9.5,2.25,95,2025-06-01,1,1
202506,BENIN,BEN,,HAITI,HTI,,07,2,8.3,10,10,0.1743679163034,BN,Benin,9.5,2.25,122,2025-06-01,0,0
202506,PRESIDENT,,GOV,,,,03,1,5.2,10,10,-2.5940337224384,BN,Benin,9.5,2.25,158,2025-06-01,0,1
202506,BANK,,BUS,,,,03,1,5.2,10,10,-1.12359550561798,BN,Benin,9.5,2.25,179,2025-06-01,0,1
202506,GOVERNMENT,,GOV,,,,02,1,3.2,10,10,2.06185567010309,BN,Benin,9.5,2.25,241,2025-06-01,0,0
202506,SENATOR,,LEG,BENIN,BEN,GOV,03,1,4.5,2,2,2.45098039215686,BN,Benin,9.5,2.25,300,2025-06-01,0,0
202506,BENIN,BEN,GOV,,,,13,3,-7.0,8,8,-6.13107822410148,BN,"Tanguieta, Atakora, Benin",10.6212,1.26651,307,2025-06-01,1,1
202506,BENIN,BEN,,,,,03,1,5.2,1,1,0.86299892125134,BN,Benin,9.5,2.25,322,2025-06-01,0,0
202506,POLICE,,COP,BENIN,BEN,,17,4,-9.2,10,10,-6.06060606060606,BN,Benin,9.5,2.25,344,2025-06-01,1,1
202506,BENIN,BEN,,GOVERNMENT,,GOV,02,1,3.2,2,2,3.41614906832298,BN,Benin,9.5,2.25,401,2025-06-01,0,0
202506,BENIN,BEN,GOV,VILLAGE,,CVL,16,4,-5.6,3,3,-2.11640211640211,BN,Benin,9.5,2.25,451,2025-06-01,1,1
202506,NIGER,NER,,BENIN,BEN,,06,2,6.4,6,6,-3.36906584992343,BN,"Kpodji, Benin (general), Benin",7.10105,1.96827,480,2025-06-01,0,1
202506,THE US,USA,,JUDGE,,JUD,16,4,-8.0,10,10,-6.36604774535809,BN,Benin,9.5,2.25,536,2025-06-01,1,1
202506,NETHERLANDS,NLD,,INTERNATIONAL CRIMINAL COURT,,IGO,16,4,-8.0,2,2,-6.58682634730538,BN,Benin,9.5,2.25,564,2025-06-01,1,1
202506,SENATOR,,LEG,PRESIDENT,,GOV,03,1,4.5,8,8,2.45098039215686,BN,Benin,9.5,2.25,575,2025-06-01,0,0
